id	result
5001869	{"直播": 0, "演唱会": 0}
5001870	{"宠物": 0, "周小姐": 0}
5001871	{"郑州": 0, "河南": 0}
5001872	{"国足": -1, "比赛": 0, "球场": 0}
5001873	{"李某": -2, "王某": -2, "恶意": 0, "民警": 0}
5001874	{"高圆圆": 1}
5001875	{"闫妮": 0, "西安电影制片厂": 0, "陕西": 0}
5001876	{"奥密克戎": 0, "异株": 0}
5001877	{"本山传媒": 1, "赵本山": 1, "程野": -1}
5001878	{"王琳": 1, "许亚军": 1}
5001879	{"游戏": 0}
5001880	{"屠洪刚": 1, "张国立": 1}
5001881	{"临漳县教育体育局": 0}
5001882	{"美国": 0, "台湾": 0}
5001883	{"病例": 0, "海淀区": 0}
5001884	{"中国": 0, "外交部": 0}
5001885	{"帝辛": 1, "武丁": 0}
5001886	{"北京": 0, "北京冬奥村": 0}
5001887	{"巴布亚": 0}
5001888	{"乾隆皇帝": 0, "皇帝": 0}
5001889	{"鹿晗": 1, "关晓彤": 0, "电视剧": 0}
5001890	{"球队": 0, "卡塔尔": 0}
5001891	{"周杰伦": 1, "昆凌": 0}
5001892	{"肖战": 1}
5001893	{"汪小菲": 0, "陈建州": 0}
5001894	{"蔡红勋": 0}
5001895	{"心脏": 0, "人群": 0}
5001896	{"于涵宇": 0}
5001897	{"王全安": -1, "蒋雯丽": 1, "许晴": 0, "王志文": -1}
5001898	{"咸阳": 0, "交警": 0}
5001899	{"康美药业": 0}
5001900	{"陈女士": 0}
5001901	{"北京": 0}
5001902	{"中国": 0, "Handysize": 0}
5001903	{"立陶宛": -1, "中国": 0}
5001904	{"汪峰": 0, "章子怡": 1}
5001905	{"华晨集团": 0}
5001906	{"罗刹": 0, "陈默": 0}
5001907	{"李诗情": 0, "肖鹤云": -1}
5001908	{"非洲": 0, "中国": 0}
5001909	{"戴荣里": 0, "北京": 0}
5001910	{"济宁市": -1, "九宫山国家级自然保护区": -1, "辽源市": -1, "眉山市": -1, "黑龙滩": 0, "东方公司": -1, "中国黄金集团": -1, "清远市": 0}
5001911	{"郭勇": -2}
5001912	{"雷探长": -1}
5001913	{"雄鹿": 0, "比赛": 0}
5001914	{"贾红光": 1, "卢冬": 1}
5001915	{"哈登": 0}
5001916	{"韩庚": 1}
5001917	{"特斯拉": 0}
5001918	{"张艺兴": -1, "杨紫": 0}
5001919	{"北京": 0, "广州": 0}
5001920	{"龙某": -2, "贵州": 0, "重庆": 0}
5001921	{"珠海市": 0, "珠海市公路事务中心": 0}
5001922	{"爱尔兰": 0}
5001923	{"总决赛": 0, "战队": 0}
5001924	{"李宇柔": 0}
5001925	{"症状": 0, "四川": 0}
5001926	{"业务": 0}
5001927	{"哈萨克斯坦": 0, "俄罗斯": 0}
5001928	{"总统": 0, "文在寅": 0}
5001929	{"叙利亚": 0, "奥运会": 0}
5001930	{"成都": 0}
5001931	{"输赢": 0, "编剧": 0}
5001932	{"小米集团": 0, "手机": 0}
5001933	{"学生": 0, "中小学": 0}
5001934	{"王刚": -1}
5001935	{"天津": 0}
5001936	{"默克尔": 0, "彭博社": 0}
5001937	{"吴英": -2, "周某某": 0, "华夏时报": 0}
5001938	{"索尼": 0, "Series": 0}
5001939	{"辛巴": 1}
5001940	{"大连交通大学": 0, "大连交通大学学生工作部": 0}
5001941	{"杨宏伟": -1, "黔江": 0}
5001942	{"华为": 0}
5001943	{"王志文": 0, "江珊": 0}
5001944	{"华宝工业大厦巴士站": 0}
5001945	{"联邦众议院": 0}
5001946	{"董鸿": 0}
5001947	{"顾月双": 1, "李甜": 1, "男主": 0, "配角": 0}
5001948	{"散打哥": -1, "人气": 0}
5001949	{"土耳其": 0, "塔利班": 0}
5001950	{"时代少年团": -1, "粉丝": 0, "萍仔": 0}
5001951	{"巴西": 0, "中国": 0}
5001952	{"教体局": 0}
5001953	{"国足": -1, "武磊": -1, "吴兴涵": 1}
5001954	{"陈梦": 1, "王曼昱": 1, "孙颖莎": 1, "中国": 0, "中国队": 1}
5001955	{"美国": 0, "美联社": 0}
5001956	{"孙悦": -1}
5001957	{"邓文迪": 0, "默多克": -1, "默多克新闻集团": -1}
5001958	{"京东集团": 1}
5001959	{"高瓴创投": 0, "蔚来资本": 0}
5001960	{"毒株": 0, "以色列": 0}
5001961	{"王新房": 1}
5001962	{"中国": 0, "斯大林": 0}
5001963	{"球队": 0, "布拉德利比尔": -1, "詹姆斯哈登": 0}
5001964	{"张庭": -1, "林瑞阳": -1, "有品有鱼": -1}
5001965	{"美国": 0, "美国海军": 0}
5001966	{"李湘": 0, "樊少皇": -1, "陈小春": -1, "戚薇": 0, "直播": 0, "明星": 0}
5001967	{"江佩珍": 1}
5001968	{"俄罗斯": 0, "里亚布科夫": 0}
5001969	{"常学福": 0, "常山": 0}
5001970	{"李德军": 0, "中国": 0}
5001971	{"中国": 0, "赵洪亮": 0}
5001972	{"杨振宁": 1}
5001973	{"安徽省": 0, "皖南": 0}
5001974	{"首都": 0, "总台": 0}
5001975	{"河南": 0, "毒株": 0}
5001976	{"谢娜": 1, "张杰": 0}
5001977	{"人员": 0, "住户": 0}
5001978	{"大通E家生鲜超市": 0}
5001979	{"北京": 0, "中央广播电视总台": 0}
5001980	{"赵某": 0, "徐女士": 0}
5001981	{"李靓蕾": 0, "王力宏": 1}
5001982	{"气温": 0, "陕西": 0}
5001983	{"黑河市": 0, "局长": 0}
5001984	{"中国": 0, "星巴克": 0}
5001985	{"吴某华": -1, "陈某宇": -2, "盐田": 0, "行政处罚": 0}
5001986	{"曾美慧孜": 0}
5001987	{"吴建豪": 0, "吴镇宇": 0}
5001988	{"党史": 0, "机关": 0, "中央纪委国家监委": 0}
5001989	{"by2": -1, "by2工作室": -1}
5001990	{"孟子义": 1, "节目": 0, "张翰": -1}
5001991	{"中国女足": 0, "奥运会": 0}
5001992	{"中国": 0, "美国": 0}
5001993	{"王一博": 1, "粉丝": 0}
5001994	{"文馨": -1, "安德鲁": 0}
5001995	{"刘涛": 1, "王珂": 0}
5001996	{"泰国": 0}
5001997	{"镇海区": 0, "浙江": 0}
5001998	{"马克龙": 0, "法国": 0}
5001999	{"篮网": 1, "公牛": -1, "三分球": 0, "哈登": 0}
5002000	{"利率": 0}
5002001	{"河北": 0, "人员": 0}
5002002	{"亚马逊": -1, "欧盟": 0}
5002003	{"宋亮": -2, "最高人民检察院": 0, "中央纪委国家监委": 0}
5002004	{"中消协": 0, "王某": -1}
5002005	{"达尔威公司": -1, "林吉荣": 1, "张庭": 0}
5002006	{"阿尔特迈尔": -1, "兹维列夫": 1, "德国": 0, "墨尔本": 0}
5002007	{"湖南省衡阳钢管厂": 0, "湖南省": 0}
5002008	{"屈臣氏": 0}
5002009	{"肖战": 0, "粉丝": 0, "诛仙": 0}
5002010	{"景区": 0, "苏州": 0}
5002011	{"梁女士": 0, "游客": 0, "行程": 0}
5002012	{"核酸": 0, "林汉城": 0}
5002013	{"柳岩": 0, "广州电视台": 0}
5002014	{"原油": 0}
5002015	{"军事科学院军事医学研究院": 0, "肌肉": 0, "人群": 0}
5002016	{"汪顺": 1, "冠军": 0, "崔萌": 0}
5002017	{"慈禧太后": 1}
5002018	{"淮安": 0}
5002019	{"交警": 0}
5002020	{"程某祥": -2, "徐某伟": -2, "赵某生": -2, "刘某": 0, "刘某刚": 0}
5002021	{"孙某某": 0, "何先生": 0}
5002022	{"维多利亚": 0, "丹尼尔": 0, "瑞典": 0, "王储": 0}
5002023	{"航班": 0, "雅加达": 0}
5002024	{"中国": 0, "德国": 0}
5002025	{"泾川县": 0, "河南": 0}
5002026	{"浙江": 0, "浙江省市场监管局": 0}
5002027	{"杜兰特": 1, "赛季": 0, "职业生涯": 0}
5002028	{"设备": 0, "HarmonyOS": 0}
5002029	{"病例": 0, "感染者": 0}
5002030	{"国务院": 0, "妨害传染病防治罪": 0}
5002031	{"张宁宁": -2, "周焯华": -2, "跨境赌博犯罪集团": 0, "温州市人民检察院": 0, "温州": 0}
5002032	{"金晓宇": 1}
5002033	{"上海石化": 0, "上海": 0}
5002034	{"皇帝": 0, "朱元璋": 0}
5002035	{"通告": 0, "邯郸市": 0}
5002036	{"北京": 0, "乐园": 0}
5002037	{"张雨霏": 1, "中国队": 1, "杨倩": 1, "中国": 0, "奥运会": 0}
5002038	{"华商网": 0, "向某": 0}
5002039	{"东莞": 0}
5002040	{"杨先生": 0}
5002041	{"姜保宁": 1, "董珊瑚": 1, "高妙容": 1, "李冬至": 1, "嘉南传": 1}
5002042	{"北京": 0}
5002043	{"刘德华": 1, "明星": 0, "王晶": 0}
5002044	{"长津湖": 0, "中国人民志愿军": 0}
5002045	{"世联行": 0, "中国恒大": 0}
5002046	{"印度海军": 0, "印度": 0}
5002047	{"刘晓庆": 0}
5002048	{"喂食者协会": 0, "裘克凡": 0}
5002049	{"南极洲": 0}
5002050	{"冰雪": 0}
5002051	{"日本": 0, "交通": 0}
5002052	{"维尔康": 0, "病例": 0}
5002053	{"瞿某": -2}
5002054	{"刘备": 0, "刘璋": 0}
5002055	{"地区": 0, "鲁西北": 0}
5002056	{"九寨沟景区": 0, "九寨沟": 0}
5002057	{"珠海": 0}
5002058	{"中国共产党": 0, "中国": 0}
5002059	{"周某": -1, "张某": -2}
5002060	{"杜某": -2, "孝义": 0, "山西省": 0}
5002061	{"北京市": 0, "上地街道": 0}
5002062	{"冷小兵": -1}
5002063	{"易烊千玺": 1, "少年的你": 1, "电影": 0, "电视剧": 0}
5002064	{"东京": 0, "新华社": 0}
5002065	{"瑞典": 0}
5002066	{"联想": 0, "柳传志": 1}
5002067	{"扬州": 0, "盐城": 0}
5002068	{"王一博": 1, "肖战": 1, "陈情令": 1}
5002069	{"阿里": 0, "业务": 0}
5002070	{"卫星": 0, "俄罗斯": 0}
5002071	{"文旅部": 0, "机票": 0}
5002072	{"陈亨礼": -1, "马天目": 0}
5002073	{"日本": 0, "东京": 0}
5002074	{"陈亚男": -1, "朱小伟": -1, "大衣哥": 0}
5002075	{"苏联": 0}
5002076	{"美国": 0, "俄罗斯": 0}
5002077	{"逍遥镇": 0, "逍遥镇胡辣汤协会": -1}
5002078	{"何女士": 0, "赵老师": 0}
5002079	{"王俊杰": 0, "新密市": 0}
5002080	{"科学": 0, "中国": 0}
5002081	{"华晨雷诺": 0}
5002082	{"加拿大": 0, "自由党": 0}
5002083	{"刘楚恬": 1, "娱乐圈": 0, "观众": 0}
5002084	{"陈女士": 0, "厦门百琪万怡酒店": 0}
5002085	{"垃圾": 0}
5002086	{"杨某某": -1}
5002087	{"北仑区": 0}
5002088	{"雷彪": -2, "汇嘉时代": 0}
5002089	{"中央纪委国家监委": 0}
5002090	{"刘某利": -2, "曹某": -2, "郑某君": -2, "贵阳": 0, "老干妈": 0}
5002091	{"习近平": 0}
5002092	{"国务院": 0, "党中央": 0}
5002093	{"运营商": 0, "通讯": 0}
5002094	{"高以翔": 1, "粉丝": 0}
5002095	{"客运": 0, "时段": 0}
5002096	{"何穗": 1, "粉丝": 0}
5002097	{"王老板": -1, "李湘": 1}
5002098	{"样本": 0, "中协": 0}
5002099	{"赛季": 0, "球员": 0}
5002100	{"申遗": 0, "三星堆遗址": 0}
5002101	{"李一鸣": 0, "林峯": 1, "方恒之": 0, "剧情": 0}
5002102	{"香山公园": 0}
5002103	{"董玉整": 0}
5002104	{"勇士": 1, "活塞": -1, "得分": 0, "维金斯": 0}
5002105	{"行情": 0}
5002106	{"5G": 0, "法国": 0}
5002107	{"汉族": 0}
5002108	{"日本": 0, "宝钢": 0}
5002109	{"王冰冰": -1}
5002110	{"自然村": 0, "十四五": 0}
5002111	{"吕芳": 1, "嘉靖": 0, "皇帝": 0}
5002112	{"王力宏": 0, "吴宗宪": 0}
5002113	{"杨某军": -1, "南京": 0, "行政处罚": 0}
5002114	{"房子": 0, "白小莉": 0}
5002115	{"缅北": 0, "陈某": -2}
5002116	{"古力娜扎": 1, "张嘉倪": 1, "林心如": 1, "许晴": 1, "杨幂": 1}
5002117	{"缅甸": 0}
5002118	{"联合国": 0}
5002119	{"马洪涛": -1, "小沈龙": 0, "广州": 0}
5002120	{"易烊千玺": 1, "导演": 0, "演员": 0}
5002121	{"经济": 0, "中国": 0}
5002122	{"苏醒": -1}
5002123	{"金晓宇": 1}
5002124	{"病例": 0, "亿朋苑": 0}
5002125	{"陈亚男": -1, "大衣哥": 0}
5002126	{"男子": 0, "民警": 0, "中国": 0}
5002127	{"冰冰": -1}
5002128	{"阿富汗": 0, "塔利班": 0}
5002129	{"陈世峰": -2, "江秋莲": 0}
5002130	{"台湾": 0, "同胞": 0}
5002131	{"新西兰": 0, "李东炅": 0, "韩国": 0, "国奥": -1}
5002132	{"工具": 0, "苹果": 0}
5002133	{"南非": 0}
5002134	{"法国": 0, "英吉利海峡": 0}
5002135	{"北约": 0, "俄罗斯": 0}
5002136	{"温敏": -2, "缅甸": 0, "国家管理委员会": 0}
5002137	{"吴荣照": 0, "陈小春": 1, "鸿星尔克": 1, "新加坡": 0}
5002138	{"金家骏": 0, "清华": 0}
5002139	{"王力宏": -1}
5002140	{"太原": 0, "高铁": 0}
5002141	{"原油": 0}
5002142	{"王源": 1, "芭莎男士": 1}
5002143	{"美国": -1}
5002144	{"美国": 0, "中国": 0}
5002145	{"资产": 0, "银保监会": 0}
5002146	{"美国": 0, "一条狗的回家路": 0}
5002147	{"张亚东": 1}
5002148	{"秦岚": 1}
5002149	{"刘刚": 1, "汪峰": 0, "春天里": 1}
5002150	{"吕扬": 1, "张灵": 1, "崔晓桐": 1, "陈云霞": 1}
5002151	{"房企": 0, "楼市": 0}
5002152	{"中山": 0, "郑州": 0}
5002153	{"王丽坤": 1, "乔某宇": 1, "王某某": -1}
5002154	{"申请人": 0, "人身": 0}
5002155	{"塞尔维亚": 0}
5002156	{"李幼容": 1, "作家": 0}
5002157	{"货币政策": 0, "美联储": 0}
5002158	{"赵怡": 0, "董事会": 0}
5002159	{"拜登": 0, "民主党": 0}
5002160	{"徐力群": -2}
5002161	{"刘备": 0, "张飞": 0}
5002162	{"巩俐": 1, "角色": 0, "张艺谋": 0}
5002163	{"薛凯琪": 0, "郭子凡": 1}
5002164	{"澳大利亚": 0}
5002165	{"李晶": -2, "杭州市公安局滨江区分局": 0, "杭州旦悦科技有限公司": 0}
5002166	{"花某": -1}
5002167	{"公主岭市": 0}
5002168	{"姜维": 1, "政权": 0, "历史": 0}
5002169	{"鱼米乡": 0, "政权": 0, "北方地区": 0}
5002170	{"欧阳娣娣": 1, "小兰": 1, "蒋勤勤": 1, "杨蓉": 1, "徐海乔": 1, "当家主母": 1, "邹承恩": 0}
5002171	{"王力宏": -1, "大城小爱": 1, "龙的传人": 1, "唯一": 0}
5002172	{"软件": 0}
5002173	{"安理会": 0, "杜达": 0}
5002174	{"华为": 0}
5002175	{"詹姆斯": 1}
5002176	{"德约科维奇": 0}
5002177	{"女心理师": 1, "杨紫": -1}
5002178	{"陕西": 0, "湖北": 0}
5002179	{"李自成": 0}
5002180	{"葡萄牙": 0}
5002181	{"墨西哥": 0, "墨西哥政府": -1}
5002182	{"广东": 0, "茂名河": 0}
5002183	{"汪小菲": 0, "粉丝": 0}
5002184	{"李佳琦": 0}
5002185	{"亚洲象": 0, "亚洲": 0}
5002186	{"杨丹妮": 1, "服装": 0, "深圳": 0}
5002187	{"中国": 0}
5002188	{"梁某": 0}
5002189	{"电影": 0, "香港": 0}
5002190	{"杨超越": 1}
5002191	{"毛晓彤": 1, "角色": 0}
5002192	{"威少": -1, "命中率": 0, "塔克": 1}
5002193	{"党中央": 0}
5002194	{"王某锋": -2, "洪某某": 0, "洪芳珍": 0}
5002195	{"李贺": 0}
5002196	{"张媛": 0}
5002197	{"威震天": -1, "北京": 0}
5002198	{"券商": 0}
5002199	{"暹罗": 0, "莽应龙": 1}
5002200	{"塔克": 1, "湖人": 1, "步行者": 0}
5002201	{"武汉": 0, "美国": 0}
5002202	{"新能源": 0, "新能源汽车": 0}
5002203	{"周翊然": 1, "金家骏": 0, "小敏家": 0}
5002204	{"孙俪": 1, "邓超": 0}
5002205	{"李大师": 0, "李延寿": 0}
5002206	{"黑客帝国4": 1, "纹身": 1, "屋内有人": 0, "票房": 0, "赵文卓": 1}
5002207	{"拜登": 0, "吉尔·拜登": -1}
5002208	{"王思聪": 0}
5002209	{"国家能源局国家矿山安全监察局关于进一步做好今冬明春煤炭增产增供工作的通知": 0, "晋能控股集团": 0}
5002210	{"中国": 0, "美国": 0}
5002211	{"航班": 0, "美国": 0}
5002212	{"刀郎": -1, "专辑": 0}
5002213	{"旅客": 0, "春秋航空": 0}
5002214	{"王力宏": 1, "风波": 0}
5002215	{"中铁二局三公司": -1, "中铁二局": -1, "珠海兴地公司": -1, "卓智公司": -1, "珠海工程勘察院": 0, "珠海城建市政公司": -1, "珠海": 0, "珠海市兴业快线": 0}
5002216	{"非洲": 0, "中国": 0}
5002217	{"中国": 0, "台湾": 0}
5002218	{"熊乃瑾": 1}
5002219	{"资阳": 0, "四川": 0}
5002220	{"老人": 0}
5002221	{"龚宇": 0}
5002222	{"詹姆斯": 1, "威少": -1, "季后赛": 0}
5002223	{"病例": 0, "核酸": 0}
5002224	{"菲律宾": 0, "经济": 0}
5002225	{"临泽县": 0}
5002226	{"病例": 0, "北京": 0}
5002227	{"小朱": 0, "石家庄": 0}
5002228	{"拜登": -1, "杰夫·贝索斯": 1, "比尔·盖茨": 1, "英国": 0, "格拉斯哥": 0}
5002229	{"田刚": 0}
5002230	{"摩根大通": 0, "马斯克": 0}
5002231	{"樊振东": 1, "林高远": -1}
5002232	{"林青霞": 1, "东方不败": 1, "仙堡堡": 1, "电影": 0, "徐克": 0}
5002233	{"篮网": -1, "雄鹿": 1}
5002234	{"陈刚": -2, "北京": 0}
5002235	{"中正纪念堂园区": 0, "蒋介石": 0}
5002236	{"江华": 1}
5002237	{"王冰冰": 0}
5002238	{"美国": 0, "俄罗斯": 0}
5002239	{"陈女士": 0}
5002240	{"索南达杰": 1, "可可西里": 0}
5002241	{"陈刚": -2}
5002242	{"陈志朋": -1, "粉丝": 0}
5002243	{"雅马哈": -1, "杭州": 0}
5002244	{"篮网": 1, "奇才": -1, "阿德": 1, "裁判": -1}
5002245	{"小辉": 0}
5002246	{"赵奢": -1, "赵国": 0}
5002247	{"孙一文": 1, "波佩斯库": -1, "中国": 0, "选手": 0}
5002248	{"邱泽": 0, "张钧甯": 0}
5002249	{"德云社": 0, "尚九熙": 1}
5002250	{"美国": 0, "新冠肺炎": 0}
5002251	{"陈祉希": 1, "电影": 0}
5002252	{"张铁林": -1, "周璇": -1, "侯俊杰": 0}
5002253	{"吉林": 0, "天津队": 1, "天津": 0, "琼斯": 0}
5002254	{"马良": -2, "香兰": 0, "黑龙江省": 0}
5002255	{"杨幂": 0, "张大大": 1}
5002256	{"浙江": 0}
5002257	{"地区": 0, "丹东": 0}
5002258	{"方案": 0, "吉林": 0}
5002259	{"郭丹丹": 1}
5002260	{"王力宏": -1, "林俊杰": -1, "歌曲": 0}
5002261	{"贵州茅台": 0, "丁雄军": 0}
5002262	{"俄罗斯": 0, "世界田联": 0}
5002263	{"吉野家": -1, "深圳市": 0}
5002264	{"汪曼春": -1, "王鸥": 0}
5002265	{"德约科维奇": 1, "贾达尔": 0}
5002266	{"孙祈骏": 1, "白女士": 0}
5002267	{"汤加": 0, "汤加首相府": 0}
5002268	{"中国": 0, "毒株": 0}
5002269	{"李忱": -1, "皇帝": 0}
5002270	{"董明珠": 0, "格力电器": 0}
5002271	{"美国": 0, "拜登": 0}
5002272	{"张婧仪": 1, "沉默的证明": 0}
5002273	{"张某": -2}
5002274	{"蔡英文": -1, "台湾": 0, "脸书": 0}
5002275	{"关晓彤": 1, "文咏珊": 1, "何超莲": 1}
5002276	{"梁靖崑": 1}
5002277	{"张涵予": 1, "电影": 0, "票房": 0}
5002278	{"伊藤美诚": 1, "日本": 0, "水谷隼": 0}
5002279	{"罗纳尔多": 1, "球员": 0, "进球": 0}
5002280	{"台积电": 0}
5002281	{"中国队": 1, "麦建朋": 1, "屈子墨": 1, "中国代表团": 0, "金牌": 0}
5002282	{"梦龙": -1}
5002283	{"王力宏": 0, "张绮伦": 0}
5002284	{"副书记": 0, "常委": 0}
5002285	{"肖战": 1, "粉丝": 0, "男演员": 0}
5002286	{"悉尼": 0, "澳大利亚": 0}
5002287	{"龙先生": 0, "广西": 0}
5002288	{"中国": 0, "志愿军": 0}
5002289	{"王志宇": 1}
5002290	{"于月仙": 0, "演员": 0, "演员的诞生": 0}
5002291	{"商业街": 0}
5002292	{"中国": 0, "北京": 0}
5002293	{"阿伦": 1, "火箭": 0, "勒维尔": 0}
5002294	{"姚文智": 1, "华池": 0}
5002295	{"日本": 0, "东京": 0}
5002296	{"万卓索娃": 1, "大坂直美": -1, "女单": 0}
5002297	{"习近平": 0, "国际社会": 0}
5002298	{"刘勇": -2}
5002299	{"中国": 0, "王亚平": 0}
5002300	{"汪小菲": 0, "张颖颖": 0}
5002301	{"王怡人": 1, "中国": 0, "韩国": 0}
5002302	{"工业北路": 0, "济南": 0}
5002303	{"王曦": 0, "影像": 0}
5002304	{"刘亦菲": 1, "朱亚文": 1}
5002305	{"蒋龙": -1, "黄少天": 1}
5002306	{"长春市": 0, "王女士": 0}
5002307	{"徐琪勇": 0, "瑞丽市": 0}
5002308	{"吴京": 0}
5002309	{"篮网": -1, "杜兰特": 1, "篮板": 0}
5002310	{"手机": 0, "摄像头": 0}
5002311	{"伦纳德": 0, "地球": 0}
5002312	{"沈阳": 0, "沈阳市应急管理局": 0}
5002313	{"所罗门群岛": 0}
5002314	{"李现": 1}
5002315	{"黄爱廉": 0, "暨南大学": 0}
5002316	{"成都": 0, "成都高新区": 0}
5002317	{"杨紫": 0, "秦俊杰": 0}
5002318	{"粉丝": 0, "明星": 0}
5002319	{"国家统计局": 0}
5002320	{"王某": -2}
5002321	{"蔡英文": -1, "台湾": 0, "美国": 0}
5002322	{"中国": 0, "新华社": 0}
5002323	{"史蒂芬森": 1, "步行者": -1, "手感": 0}
5002324	{"汪小菲": 0, "徐熙媛": -1, "张颖颖": 1, "恋情": 0}
5002325	{"洪昊阳": 0, "祁鑫": 0}
5002326	{"长城": 0, "国家文物局": 0}
5002327	{"英国": 0}
5002328	{"王力宏": -1, "李靓蕾": 0}
5002329	{"蔡英文": -1, "阿斯利康": 0, "台湾": 0, "邱毅": 0}
5002330	{"北交所": 0, "上市规则": 0}
5002331	{"中阳县": 0, "山西省": 0}
5002332	{"朱婷": 0, "中国女排": 0}
5002333	{"中国": 0, "深圳": 0}
5002334	{"汪康夫": 0}
5002335	{"林秉枢": -2, "高嘉瑜": 0}
5002336	{"勇士": -1, "雄鹿": 1, "半场": 0, "字母哥": 0}
5002337	{"朱元璋": 1, "德国": 0}
5002338	{"赤马红羊": 0}
5002339	{"微软": 0, "美元": 0}
5002340	{"沉默的证明": 1, "悬疑": 0, "冯馨瑶": 1}
5002341	{"汪小菲": 0}
5002342	{"时某": 0, "校宣传部": 0}
5002343	{"内蒙古": 0, "习近平": 0}
5002344	{"王力宏": 0, "李靓蕾": 0}
5002345	{"俄罗斯": 0, "北约": 0}
5002346	{"张默": -1, "张国立": -1}
5002347	{"太康": 0, "后羿": 0}
5002348	{"勇士队": 1, "公牛": 0, "库里": -1, "半场": 0, "赛季": 0}
5002349	{"总统": 0, "美国": 0}
5002350	{"病例": 0, "深圳": 0}
5002351	{"王某文": -2}
5002352	{"阴性": 0, "肺炎": 0}
5002353	{"上海": 0, "鞍山店": 0}
5002354	{"小沈龙": -1, "粉丝": 0, "马洪涛": -1}
5002355	{"王朝": 0}
5002356	{"两癌": 0, "国家卫生健康委": 0}
5002357	{"袁咏仪": 0, "张智霖": 0, "张慕童": 1}
5002358	{"吴齐": 0, "李文龙": 0}
5002359	{"零售行业": 0}
5002360	{"塔博维尔": -1, "美国": 0}
5002361	{"李冰冰": 1}
5002362	{"赵帅": 1, "李大勋": 1, "运动员": 0}
5002363	{"熊于根": -2, "易连香": -2, "杨凤英": -2}
5002364	{"乘客": 0, "北京": 0}
5002365	{"湖人": 0, "球队": 0}
5002366	{"张伟丽": 1, "巴西": 0}
5002367	{"鲁德": 1, "北京冬奥会": 0, "北京": 0}
5002368	{"乌克兰": 0, "美国": 0}
5002369	{"文在寅": -1, "李在明": 0}
5002370	{"美国": 0, "病例": 0}
5002371	{"股票": 0}
5002372	{"易某某": 0, "成都市": 0}
5002373	{"迪丽热巴": 1, "纪云禾": 1}
5002374	{"刘涛": 1, "剧情": 0, "星辰大海": 1}
5002375	{"淼淼": 0, "肖女士": 0}
5002376	{"钧正平": -1}
5002377	{"高圆圆": 1, "刘诗诗": 1, "隆哥": 1}
5002378	{"厦门": 0, "厦门市旅行社": 0}
5002379	{"民进党": -1, "台湾": 0, "同胞": 0}
5002380	{"马晓光": 0}
5002381	{"粉丝": 0}
5002382	{"胡东胜": -2, "逊克县": 0, "局长": 0}
5002383	{"汤加": 0, "中国": 0}
5002384	{"哈尔滨": 0}
5002385	{"周某": -1}
5002386	{"米切尔": -1, "比分": 0}
5002387	{"巴西": 0, "卫生监督局": 0}
5002388	{"赵丽蓉": 1, "小品": 0}
5002389	{"俄罗斯": 0, "乌克兰": 0}
5002390	{"朱棣": 0, "郑和": 0}
5002391	{"塞尔维亚": 0, "武契奇": 0}
5002392	{"智利": 0, "总统": 0}
5002393	{"林大鲁": 0, "林永健": 1}
5002394	{"新东方": 0, "俞敏洪": 0}
5002395	{"美国": 0, "中国": 0}
5002396	{"球员": 0, "哈登": 0}
5002397	{"台湾": 0, "国台办": 0}
5002398	{"黎巴嫩": 0, "卡塔尔": 0}
5002399	{"板块": 0, "行情": 0}
5002400	{"影视剧": 0}
5002401	{"徐新荣": 0, "陕西省": 0}
5002402	{"香港": 0, "骆惠宁": 0}
5002403	{"天佑": -1, "粉丝": 0}
5002404	{"乾隆": 0, "皇帝": 0}
5002405	{"库里": 1, "勇士队": -1, "尼克斯": -1, "森林狼": 1, "汤普森": 1}
5002406	{"孙颖莎": 1}
5002407	{"罗淑珍": 0, "精神": 0}
5002408	{"王艺迪": 0, "陈梦": 0, "乒乓球": 0, "孙颖莎": 0}
5002409	{"俄罗斯": 0, "俄残奥队": 0}
5002410	{"得分": 0, "兰兹博格": 0}
5002411	{"中国": 0}
5002412	{"干部": 0, "基层": 0}
5002413	{"赵本山": 1, "宋丹丹": 1, "小品": 0, "春晚": 0}
5002414	{"直播": 0, "人气": 0}
5002415	{"中国": 0, "摩尔": 0}
5002416	{"风起洛阳": 1, "剧情": 0}
5002417	{"农村": 0}
5002418	{"莆田": 0, "福建": 0}
5002419	{"高雄市": 0}
5002420	{"石红杏": 1, "闫妮": 1, "林满江": 1, "剧情": 0}
5002421	{"产能": 0}
5002422	{"浙江省": 0}
5002423	{"贾跃亭": -1}
5002424	{"男子": 0, "刘某": -1, "西安": 0, "昆明": 0}
5002425	{"禄口机场": 0, "南京市": 0}
5002426	{"电影": 0}
5002427	{"中国": 0, "立陶宛": -1}
5002428	{"青岛滨海学院": 0, "关于学生坠楼事件的情况说明": 0}
5002429	{"购房者": 0, "万科": 0}
5002430	{"俄罗斯": 0, "阿廖娜": 0}
5002431	{"小和卓": 0, "兆惠": 0}
5002432	{"北京": 0, "木偶剧院": 0}
5002433	{"西蒙斯": 0, "威少": 0, "76人": 0, "湖人队": 0}
5002434	{"埃里克-戈登": 1, "詹姆斯": 0, "洛杉矶湖人": 0}
5002435	{"张涵予": 0, "叶京": 0}
5002436	{"明星": 0}
5002437	{"上海": 0, "股份": 0}
5002438	{"病例": 0, "奥密克戎": 0}
5002439	{"孙文雁": 1, "贾一凡": 1, "伊绪帝": 1, "中国": 0, "冠军": 0}
5002440	{"中国": 0, "美国": 0}
